age,race,gender,employment,education,married,person_living_in_house,salary,house_type,house_value,vehicle,house_rental_fee,house_loan_pmt,transport_use,transport_spending,public_transport_spending,house_utility,food_spending,kids_spending,personal_loan,education_loan,other_loan,investment
56,Kree,M,Employed,High School,Yes,2,2K to 3K,Own house - one storey terrace,Below 100K,Local brand car,0,203,Own transport,100,0,150,700,0,0,0,0,0
39,Sapiens,M,Employed,Bachelor's Degree,Yes,6,5K to 6K,Own house - double storey terrace,300K to 400K,Asia brand car,0,1000,Own transport,1000,0,150,600,400,0,0,0,0
40,Kree,M,Self-employed,High School,Yes,3,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,40,0,20,250,300,0,0,0,0
61,Kree,M,Government retiree,High School,Yes,8,Less than 1K,Parent's house,Below 100K,Local brand car,0,0,Own transport,300,0,250,2000,800,0,0,0,0
38,Sapiens,F,Employed,High School,Yes,5,5K to 6K,Rental house - single storey,,Asia brand car,0,0,Own transport,200,0,0,400,0,0,0,0,0
61,Skrull,M,Unemployed,High School,Yes,9,Less than 1K,Rental house - double storey terrace,,Local brand car,1400,0,Own transport,100,0,400,2000,0,0,0,0,0
34,Kree,F,Unemployed,High School,Yes,6,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,100,0,100,400,100,0,0,0,0
55,Kree,F,Unemployed,High School,Yes,4,9K to 10K,Own house - double storey terrace,300K to 400K,Asia brand car,,1400,Own transport,1000,,700,600,0,0,0,0,0
62,Kree,M,Government retiree,High School,Yes,4,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,20,0,400,500,90,200,0,0,0
56,Skrull,F,Unemployed,High School,Yes,2,1K to 2K,Own house - one storey terrace,200K to 300K,Motorcycle,0,700,Own transport,100,0,40,300,0,0,0,0,0
51,Kree,M,Private sector retiree,Diploma,Yes,9,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,200,0,300,500,800,0,0,0,0
52,Sapiens,F,Unemployed,High School,Divorcee,5,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,,0,Own transport,0,,16,300,1000,,,,
64,Kree,F,Government retiree,Bachelor's Degree,Yes,3,5K to 6K,Own house - bungalows,500K to 600K,Asia brand car,,,Own transport,150,,1000,1000,0,,,,
61,Sapiens,F,Unemployed,High School,No,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
56,Sapiens,M,Self-employed,High School,Divorcee,1,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,400,0,0,0,0,0
30,Sapiens,F,Employed,Diploma,No,5,3K to 4K,Rental house - single storey,,Local brand car,800,,Own transport,400,,100,1000,0,,,,
75,Sapiens,M,Employed,High School,Yes,4,Less than 1K,Parent's house,100K to 200K,Europe brand car,0,0,Own transport,150,0,120,900,0,0,0,0,0
39,Sapiens,F,Employed,Diploma,Yes,5,7K to 8K,Own house - double storey terrace,Below 100K,Asia brand car,,0,Own transport,2500,,400,2000,2000,,,,
47,Sapiens,M,Employed,High School,Yes,3,4K to 5K,Own house - condominiums,Below 100K,Asia brand car,0,1400,Own transport,700,0,0,1500,400,0,0,0,0
52,Skrull,F,Employed,High School,Yes,3,Less than 1K,Own house - one storey terrace,200K to 300K,Local brand car,,1000,Own transport,200,,200,300,0,0,0,0,0
37,Skrull,M,Employed,Bachelor's Degree,Yes,4,3K to 4K,Own house - one storey terrace,Below 100K,Local brand car,800,0,,300,0,300,600,300,0,200,0,0
56,Others,F,Employed,High School,Yes,8,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,279,Own transport,200,0,300,1000,1000,0,0,0,0
53,Sapiens,F,Employed,Bachelor's Degree,Yes,3,9K to 10K,Own house - condominiums,800K to 1M,Local brand car,0,4000,Own transport,300,0,300,1000,150,0,0,0,0
70,Kree,F,Unemployed,High School,Divorcee,5,Less than 1K,Parent's house,Below 100K,Did not own any vehicle,,400,Public transport,,100,100,500,0,,,,
41,Kree,M,Employed,High School,Yes,6,4K to 5K,Parent's house,,Local brand car,0,0,Own transport,700,0,700,300,500,1200,0,0,0
40,Kree,F,Employed,High School,Yes,4,3K to 4K,Own house - kampung / wooden house,200K to 300K,Local brand car,0,1000,Own transport,900,0,150,500,300,600,0,0,0
43,Skrull,F,Employed,High School,Yes,5,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,150,0,500,1000,500,0,0,0,0
45,Kree,M,Self-employed,Diploma,Yes,4,5K to 6K,Own house - one storey terrace,200K to 300K,Local brand car,0,900,Own transport,300,0,200,400,200,0,0,0,0
29,Kree,F,Employed,Diploma,No,3,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,200,0,300,50,100,0,0,0,120
68,Skrull,M,Private sector retiree,High School,Yes,6,Less than 1K,Own house - one storey terrace,Below 100K,Motorcycle,0,0,Own transport,30,0,500,0,0,0,0,0,0
43,Sapiens,F,Employed,High School,Yes,5,5K to 6K,Own house - one storey terrace,Below 100K,Local brand car,,800,Own transport,600,0,800,1500,1000,0,0,0,0
33,Kree,M,Employed,Certificates,Yes,4,4K to 5K,Own house - one storey terrace,200K to 300K,Asia brand car,0,700,Own transport,1000,0,150,400,1000,500,200,0,0
43,Skrull,F,Employed,High School,Yes,3,Less than 1K,Parent's house,,Motorcycle,420,,Own transport,150,,140,300,500,0,0,0,0
59,Kree,F,Unemployed,High School,Yes,6,1K to 2K,Own house - flat,200K to 300K,Asia brand car,0,0,Own transport,50,0,200,400,200,0,0,0,0
45,Kree,F,Unemployed,High School,Yes,4,2K to 3K,Rental house - flat,Below 100K,Local brand car,700,0,Own transport,0,0,250,1500,500,0,0,0,0
60,Others,M,Unemployed,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,Public transport,0,20,100,200,0,0,0,0,0
62,Sapiens,F,Employed,High School,No,2,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,120,0,300,500,0,0,0,0,0
58,Sapiens,F,Unemployed,High School,Divorcee,2,2K to 3K,Own house - condominiums,,Local brand car,0,0,Own transport,250,0,400,500,0,0,0,0,0
61,Sapiens,M,Self-employed,High School,Yes,3,2K to 3K,Own house - double storey terrace,200K to 300K,Europe brand car,0,0,Own transport,200,0,100,700,0,0,0,0,0
50,Skrull,M,Employed,High School,Yes,8,2K to 3K,Rental house - double storey terrace,,Motorcycle,750,0,Own transport,200,,300,800,600,0,0,0,0
30,Kree,M,Employed,Diploma,Yes,4,1K to 2K,Rental house - kampung / wooden house,Below 100K,Motorcycle,200,,Own transport,300,,35,600,300,,,160,
47,Kree,F,Unemployed,High School,No,4,Less than 1K,Rental house - flat,,Did not own any vehicle,355,0,,0,0,100,200,0,0,0,0,0
54,Kree,M,Employed,Diploma,Yes,4,7K to 8K,Rental house - double storey terrace,,Asia brand car,750,0,Own transport,1384,0,250,2500,500,0,0,0,0
29,Sapiens,F,Employed,High School,Yes,10 or more,1K to 2K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,300,0,0,0,0,0,0,0
57,Kree,F,Unemployed,High School,Yes,4,Less than 1K,Own house - one storey terrace,100K to 200K,Local brand car,0,400,Own transport,100,0,160,400,300,0,0,0,0
64,Kree,M,Self-employed,High School,Yes,3,1K to 2K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,200,0,500,1000,100,0,0,0,0
51,Kree,M,Employed,High School,Yes,7,3K to 4K,Parent's house,,Local brand car,0,0,Own transport,350,,180,700,400,400,0,0,0
28,Kree,M,Self-employed,Bachelor's Degree,Yes,8,2K to 3K,Own house - kampung / wooden house,100K to 200K,Asia brand car,0,0,Own transport,400,0,300,300,0,0,50,0,0
54,Sapiens,F,Employed,High School,Yes,3,3K to 4K,Own house - condominiums,Below 100K,Asia brand car,0,3300,Own transport,400,0,200,1000,0,0,0,0,0
30,Kree,M,Employed,Bachelor's Degree,No,1,1K to 2K,Rental house - flat,,Motorcycle,700,0,Own transport,710,0,0,200,0,0,0,0,0
71,Kree,M,Government retiree,High School,Yes,2,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,,0,0,70,500,0,0,0,0,0
34,Kree,M,Employed,Certificates,Yes,4,3K to 4K,Parent's house,Below 100K,Local brand car,0,0,Own transport,700,0,400,200,300,600,0,0,0
26,Sapiens,M,Self-employed,Bachelor's Degree,No,6,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,700,0,50,200,300,0,0,0,0
30,Others,M,Unemployed,High School,Yes,6,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,30,150,0,0,0,0,0
65,Skrull,M,Government retiree,High School,Yes,4,1K to 2K,Own house - one storey terrace,Below 100K,Local brand car,0,0,,1000,0,400,1000,0,0,0,0,0
72,Kree,M,Private sector retiree,High School,Yes,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,50,400,0,0,0,0,0
44,Skrull,F,Employed,High School,Yes,3,3K to 4K,Own house - one storey terrace,100K to 200K,Local brand car,0,0,Own transport,1100,0,200,350,300,0,0,0,0
54,Kree,F,Self-employed,High School,Divorcee,4,1K to 2K,Rental house - flat,,Did not own any vehicle,124,,,0,0,150,700,1200,0,0,0,0
40,Kree,M,Unemployed,High School,Yes,10 or more,Less than 1K,Own house - kampung / wooden house,100K to 200K,Local brand car,0,0,Own transport,930,0,220,800,200,0,0,0,0
25,Sapiens,F,Employed,Bachelor's Degree,No,2,3K to 4K,Parent's house,,Asia brand car,0,0,Own transport,100,0,0,0,0,0,0,0,0
52,Others,F,Unemployed,High School,Yes,5,1K to 2K,Own house - one storey terrace,400K to 500K,,0,0,Own transport,600,0,100,300,0,0,0,0,0
34,Skrull,F,Employed,Diploma,Yes,3,4K to 5K,Rental house - double storey terrace,,Asia brand car,600,0,Own transport,1500,0,500,1000,1000,0,0,0,0
68,Sapiens,M,Private sector retiree,Diploma,Yes,2,Less than 1K,Own house - double storey terrace,400K to 500K,Asia brand car,0,0,Own transport,200,0,400,600,0,0,0,0,0
67,Skrull,M,Government retiree,Certificates,Yes,5,Less than 1K,Own house - one storey terrace,100K to 200K,Local brand car,0,0,Own transport,200,0,70,300,0,0,0,0,0
60,Skrull,F,Employed,High School,Yes,6,1K to 2K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,Public transport,0,50,200,800,0,0,0,0,0
64,Skrull,M,Private sector retiree,High School,Yes,3,Less than 1K,Own house - one storey terrace,200K to 300K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
30,Sapiens,F,Employed,Bachelor's Degree,No,6,5K to 6K,Parent's house,Below 100K,Local brand car,0,0,Own transport,200,0,300,500,0,0,0,0,0
69,Kree,M,Unemployed,High School,Yes,6,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
59,Skrull,M,Unemployed,High School,Yes,5,Less than 1K,Rental house - flat,,Local brand car,0,500,Own transport,200,0,0,0,0,0,0,0,0
74,Skrull,F,Unemployed,High School,Yes,3,1K to 2K,Rental house - flat,,,126,0,,0,0,200,200,0,0,0,0,0
32,Kree,M,Employed,Certificates,Yes,2,3K to 4K,Own house - one storey terrace,100K to 200K,Asia brand car,,1000,Own transport,400,,100,300,0,1000,0,0,0
39,Skrull,M,Employed,Diploma,Yes,4,3K to 4K,Rental house - flat,,Local brand car,600,,Own transport,300,,200,500,60,0,0,0,0
46,Sapiens,M,Employed,High School,No,2,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,120,0,160,1000,0,0,0,0,0
53,Skrull,F,Self-employed,High School,Yes,1,5K to 6K,Own house - double storey terrace,300K to 400K,,1000,0,,0,0,400,1000,0,0,0,0,0
36,Kree,M,Self-employed,Bachelor's Degree,Yes,5,4K to 5K,Own house - double storey terrace,600K to 700K,Europe brand car,,2600,Own transport,900,,300,300,300,0,0,0,0
24,Others,F,Unemployed,Bachelor's Degree,No,3,,Parent's house,,Did not own any vehicle,0,0,Own transport,0,0,0,0,0,0,30000,0,0
25,Sapiens,M,Unemployed,Bachelor's Degree,Yes,1,,Rental house - condominiums,,,,,,,,,,,,,,
46,Kree,M,Employed,High School,Yes,9,1K to 2K,Parent's house,Below 100K,Local brand car,,0,Own transport,270,,140,400,190,,,,
55,Skrull,F,Unemployed,High School,Yes,4,Less than 1K,Own house - flat,100K to 200K,,0,800,,300,0,50,300,400,0,0,0,0
32,Skrull,F,Employed,Bachelor's Degree,Yes,3,2K to 3K,Own house - one storey terrace,100K to 200K,Asia brand car,0,1200,Own transport,500,100,1500,1000,500,0,180,0,0
46,Skrull,F,Others,High School,Divorcee,9,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,50,0,150,350,350,0,0,0,0
60,Kree,M,Self-employed,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,300,0,300,400,250,0,0,0,0
27,Kree,M,Unemployed,High School,No,7,Less than 1K,Parent's house,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
34,Kree,F,Employed,Bachelor's Degree,Yes,5,10K or more,Own house - double storey terrace,400K to 500K,Asia brand car,0,1700,Own transport,2000,0,1000,2000,2500,0,0,600,0
29,Sapiens,M,Employed,High School,Yes,4,4K to 5K,Own house - double storey terrace,400K to 500K,Asia brand car,0,1300,Own transport,600,0,200,400,0,0,0,0,0
42,Kree,M,Employed,High School,Yes,7,1K to 2K,Rental house - kampung / wooden house,,Did not own any vehicle,350,0,Public transport,0,300,800,900,150,0,0,0,0
31,Sapiens,M,Employed,Bachelor's Degree,Yes,2,7K to 8K,Parent's house,,Asia brand car,0,0,Own transport,1800,0,500,800,0,0,0,0,0
25,Sapiens,M,Employed,Bachelor's Degree,No,4,4K to 5K,Parent's house,,Local brand car,0,0,Own transport,500,0,700,1000,0,0,0,0,0
53,Kree,M,Government retiree,Diploma,Yes,6,10K or more,Rental house - double storey terrace,,Asia brand car,600,0,Own transport,2700,0,800,2000,1000,3000,0,0,0
43,Sapiens,M,Employed,High School,No,9,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,1100,0,0,100,0,0,0,0,0
47,Kree,F,Employed,High School,No,1,1K to 2K,Rental house - flat,,Motorcycle,400,0,Own transport & Public transport,250,0,100,500,0,320,0,0,0
36,Skrull,F,Employed,Bachelor's Degree,No,3,5K to 6K,Parent's house,,Local brand car,0,0,Own transport,1000,,250,1500,0,0,0,0,0
42,Sapiens,F,Employed,Diploma,Yes,5,5K to 6K,Parent's house,,Local brand car,0,1000,Own transport,400,0,1000,2000,1000,0,0,0,0
67,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Rental house - kampung / wooden house,,Did not own any vehicle,200,0,,0,0,30,150,0,0,0,0,0
31,Kree,F,Employed,High School,Yes,3,2K to 3K,Rental house - single storey,,Motorcycle,350,0,Own transport,0,0,0,0,0,0,0,0,0
45,Kree,F,Employed,High School,Yes,6,3K to 4K,Own house - flat,Below 100K,Local brand car,,0,Own transport,200,,100,500,500,,,,
39,Kree,F,Unemployed,High School,Yes,9,Less than 1K,Own house - kampung / wooden house,,Local brand car,0,0,Own transport,100,0,100,600,400,0,0,0,0
71,Skrull,M,Private sector retiree,High School,Yes,10 or more,Less than 1K,Own house - double storey terrace,200K to 300K,Motorcycle,0,0,Own transport,50,,500,1800,0,0,0,0,0
29,Kree,M,Employed,Bachelor's Degree,No,1,10K or more,Own house - bungalows,More than 1M,Europe brand car,0,3000,Own transport,3000,0,200,300,0,0,0,0,700
31,Kree,F,Self-employed,Diploma,Yes,4,1K to 2K,Rental house - single storey,,Local brand car,550,0,,500,0,200,400,250,0,150,150,0
48,Skrull,M,Employed,High School,Yes,3,1K to 2K,Rental house - single storey,,Motorcycle,700,0,Own transport,200,0,100,400,100,0,0,0,0
28,Kree,F,Employed,Bachelor's Degree,No,1,2K to 3K,Parent's house,,Did not own any vehicle,0,0,,0,0,100,300,0,0,0,0,0
43,Kree,M,Employed,Certificates,Yes,6,3K to 4K,Parent's house,,Local brand car,0,0,Own transport,1200,0,300,1000,500,1300,0,890,0
54,Skrull,F,Unemployed,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,,,Own transport,200,,500,500,400,,,,
37,Kree,F,Employed,Bachelor's Degree,No,3,2K to 3K,Rental house - flat,,Did not own any vehicle,250,,,0,0,150,400,0,0,25000,0,30000
54,Kree,F,Employed,High School,Yes,4,2K to 3K,Rental house - double storey terrace,200K to 300K,Local brand car,0,0,Own transport,300,0,200,800,0,0,0,0,0
65,Skrull,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,100,100,0,0,0,0,0
39,Others,F,Employed,Bachelor's Degree,Yes,6,7K to 8K,Own house - double storey terrace,300K to 400K,Local brand car,0,2000,Own transport,1800,0,700,1000,1000,900,400,0,500
55,Kree,M,Unemployed,High School,Yes,7,Less than 1K,Own house - one storey terrace,Below 100K,Motorcycle,0,0,Own transport,30,0,45,300,200,0,0,0,0
52,Sapiens,M,Employed,High School,Yes,6,2K to 3K,Rental house - flat,,Local brand car,150,0,Own transport,300,0,200,300,400,0,0,0,0
27,Kree,F,Employed,Bachelor's Degree,No,5,2K to 3K,Parent's house,Below 100K,Asia brand car,0,0,Own transport,600,0,0,1500,0,300,0,0,0
30,Skrull,F,Employed,Bachelor's Degree,No,1,3K to 4K,Rental house - single storey,Below 100K,Asia brand car,1000,0,Own transport,1500,0,150,500,0,0,750,0,0
62,Sapiens,F,Others,High School,No,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,100,300,0,0,0,0,0
59,Sapiens,F,Employed,High School,Yes,3,1K to 2K,Rental house - single storey,,Did not own any vehicle,500,0,,0,0,100,700,0,0,0,0,0
31,Kree,F,Unemployed,Bachelor's Degree,Yes,4,4K to 5K,Rental house - flat,,Local brand car,550,0,Own transport,750,0,400,400,700,0,200,0,0
63,Sapiens,F,Unemployed,High School,Yes,2,,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
27,Sapiens,M,Employed,Certificates,No,5,2K to 3K,Parent's house,Below 100K,Asia brand car,0,0,Own transport,300,0,0,0,0,0,0,600,0
29,Sapiens,M,Employed,Bachelor's Degree,No,5,3K to 4K,Parent's house,,Asia brand car,0,0,Own transport,800,0,400,800,0,0,300,0,0
60,Sapiens,M,Employed,High School,Yes,5,3K to 4K,Own house - one storey terrace,200K to 300K,Local brand car,0,1000,Own transport,100,0,500,1200,600,0,0,0,0
51,Kree,M,Self-employed,Certificates,Yes,5,1K to 2K,Parent's house,Below 100K,Motorcycle,300,0,Own transport,100,0,200,300,100,0,0,0,0
25,Kree,M,Employed,Certificates,No,4,1K to 2K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,Own transport,100,0,200,3000,0,0,130,0,0
49,Kree,M,Employed,Bachelor's Degree,Yes,5,9K to 10K,Own house - kampung / wooden house,100K to 200K,Asia brand car,1000,0,Own transport,1500,0,500,1000,1500,1500,0,0,0
74,Sapiens,F,Unemployed,High School,Yes,4,Less than 1K,Own house - one storey terrace,Below 100K,Motorcycle,0,0,Own transport,50,0,150,1000,0,0,0,0,0
55,Sapiens,F,Employed,Diploma,Yes,5,7K to 8K,Own house - double storey terrace,100K to 200K,Asia brand car,0,0,Own transport,200,0,500,2000,1000,0,0,1400,0
27,Kree,F,Employed,Bachelor's Degree,No,1,1K to 2K,Rental house - kampung / wooden house,,Did not own any vehicle,300,0,Public transport,0,150,60,300,0,0,160,0,0
65,Skrull,M,Self-employed,Bachelor's Degree,Yes,3,7K to 8K,Own house - double storey terrace,More than 1M,Asia brand car,0,0,Own transport,400,,500,1000,0,0,0,0,0
69,Sapiens,M,Private sector retiree,Bachelor's Degree,Yes,3,Less than 1K,Own house - condominiums,500K to 600K,Asia brand car,0,0,Own transport,500,0,500,800,0,0,0,0,0
60,Skrull,F,Unemployed,Diploma,Yes,5,Less than 1K,Own house - double storey terrace,100K to 200K,Asia brand car,600,0,,300,0,300,500,500,0,0,0,0
52,Skrull,F,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
70,Kree,M,Government retiree,High School,Yes,7,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,,0,0,0,0,0,0,0,0,0
73,Skrull,M,Government retiree,Diploma,Yes,2,Less than 1K,Parent's house,,Local brand car,0,0,,0,0,0,0,0,0,0,0,0
55,Kree,M,Employed,Certificates,Yes,5,2K to 3K,Own house - one storey terrace,300K to 400K,Local brand car,0,550,Own transport,350,0,200,450,0,0,0,0,0
31,Kree,M,Employed,High School,No,1,1K to 2K,Rental house - single storey,Below 100K,Did not own any vehicle,300,,Public transport,,100,50,300,0,,,,
25,Sapiens,F,Employed,Bachelor's Degree,No,5,2K to 3K,Own house - double storey terrace,500K to 600K,Asia brand car,0,0,Own transport,500,0,100,300,300,0,0,0,0
29,Kree,M,Employed,Bachelor's Degree,Yes,3,7K to 8K,Parent's house,,Asia brand car,0,0,Own transport,800,0,20,200,300,403,0,0,0
57,Skrull,F,Unemployed,High School,Yes,4,3K to 4K,Own house - one storey terrace,Below 100K,Motorcycle,0,0,Own transport,400,0,400,200,0,0,0,0,0
51,Skrull,M,Employed,Bachelor's Degree,Yes,4,5K to 6K,Own house - bungalows,300K to 400K,Local brand car,,2000,Own transport,200,,350,600,400,0,0,0,0
64,Sapiens,M,Employed,Diploma,Yes,7,2K to 3K,Own house - flat,Below 100K,Local brand car,0,0,Own transport,500,0,200,500,800,0,0,0,0
70,Kree,M,Self-employed,High School,Yes,3,Less than 1K,Parent's house,Below 100K,Local brand car,0,0,Own transport,0,0,0,300,0,0,0,0,0
